"index","position","company","key_words","city","state"
"3602","Senior Quantitative Analyst","Bank of America","data, development, skills, business, ability, learning, analysis, years, management, technical, including, required, knowledge, engineering, related, analytics, communication, requirements, across, understanding, models, statistical, role, qualifications, developing, advanced, excellent, responsible, responsibilities, performance, candidate, results, python, global, modeling, internal, statistics","New York","NY"
"3603","Manager, Business & Data Analysis - Business Intelligence","SiriusXM","data, development, skills, business, ability, analysis, years, working, management, technical, software, required, knowledge, systems, related, environment, solutions, information, teams, opportunity, technology, status, projects, project, communication, tools, requirements, computer, within, customer, technologies, complex, problems, employment, customers, into, quality, techniques, excellent, employer, disability, responsibilities, national, performance, gender, applications, expertise, operations, maintain, marketing, relevant, multiple, internal, perform","New York","NY"
"3604","Market Research Analyst","SKIM","research, development, skills, business, learning, analysis, years, working, management, required, knowledge, engineering, related, environment, solutions, opportunity, technology, products, communication, requirements, across, services, health, complex, analytical, advanced, excellent, medical, employer, looking, clients, applications, program, expertise, highly, programming, marketing, relevant, reports, methods, multiple, statistics, programs","Hoboken","NJ"
"3605","Azure Data Scientist, Senior Associate","KPMG","data, research, development, business, ability, learning, analysis, years, working, management, knowledge, engineering, related, environment, solutions, information, analytics, opportunity, status, projects, using, tools, requirements, computer, and/or, statistical, services, technologies, problems, employment, into, scientist, techniques, advanced, employer, disability, national, results, python, gender, clients, operations, global, insights, programming, marketing, modeling, reports, methods, statistics, perform, algorithms","New York","NY"
"3606","IoT Intern (Computer Science/Electrical Engineering)","Delos","data, research, development, skills, ability, software, knowledge, engineering, systems, related, environment, solutions, information, analytics, technology, status, scientists, communication, computer, health, technologies, qualifications, problems, engineers, into, building, disability, national, performance, candidate, python, gender, program, highly, programming, algorithms","New York","NY"
"3607","Software Engineer (Python, Data Platform)","Explore Group Inc","data, development, ability, years, technical, software, engineering, technology, scientists, python, organization","New York","NY"
"3608","Research Technician","Columbia University Medical Center","data, research, development, skills, business, ability, learning, analysis, working, management, including, software, required, technology, project, clinical, communication, tools, computer, not, and/or, technologies, complex, scientist, quality, techniques, building, scientific, medical, python, highly, methods","New York","NY"
"3609","Research Assistant","Columbia University","data, research, learning, analysis, required, engineering, related, environment, projects, scientists, and/or, preferred, qualifications, techniques, medical, responsibilities, candidate, methods","New York","NY"
"3610","Head of Creator Marketplace Intelligence","Spotify","data, research, skills, business, learning, analysis, years, including, engineering, systems, related, analytics, opportunity, scientists, tools, across, preferred, services, technologies, complex, problems, into, quality, techniques, building, developing, excellent, results, operations, insights, marketing, modeling, reports, organization, statistics","New York","NY"
"3611","GSAM, Fixed Income, Distressed Research Analyst - Vice President","Goldman Sachs","skills, analysis, management, including, knowledge, related, solutions, communication, across, services, within, qualifications, employer, responsible, responsibilities, clients, global, internal","New York","NY"
"3612","Global Research Summer Analyst Program 2019","Bank of America","data, research, skills, business, ability, learning, analysis, required, engineering, teams, opportunity, projects, using, not, and/or, understanding, models, preferred, statistical, qualifications, quality, building, responsible, responsibilities, candidate, clients, program, expertise, global, highly, maintain, programming, reports, organization, internal, statistics","New York","NY"
"3613","VP - Machine Learning Engineer - Center of Excellence","JP Morgan Chase","data, research, skills, business, ability, learning, analysis, years, management, technical, knowledge, engineering, related, teams, projects, project, using, tools, requirements, computer, models, role, customer, technologies, complex, problems, analytical, techniques, developing, responsibilities, performance, candidate, results, python, applications, operations, highly, relevant, methods, statistics, algorithms","New York","NY"
"3614","Medical Communications Specialist, Bureau of Public Health Training","DEPT OF HEALTH/MENTAL HYGIENE","data, research, skills, years, working, management, including, required, information, status, project, using, clinical, requirements, not, and/or, preferred, services, within, health, employment, scientist, quality, scientific, medical, responsible, disability, national, candidate, gender, program, reports","Queens","NY"
"3615","Bioinformatics Engineer - New York","BenevolentAI","data, research, development, ability, learning, years, working, software, knowledge, engineering, related, teams, scientists, using, tools, requirements, across, within, technologies, complex, qualifications, engineers, quality, developing, excellent, responsible, responsibilities, python, looking, applications, modeling, internal","New York","NY"
"3616","Big Data SW Engineer","KPMG","data, research, development, skills, business, ability, years, working, management, technical, software, engineering, systems, related, environment, information, analytics, opportunity, status, scientists, using, communication, requirements, computer, preferred, services, within, technologies, problems, employment, into, building, advanced, employer, disability, national, results, python, gender, clients, applications, programming, marketing, organization","New York","NY"
"3617","Lead Analyst-Solutions Development","NYU Langone Health","data, research, development, skills, ability, years, management, technical, including, software, required, knowledge, engineering, systems, environment, solutions, information, teams, opportunity, products, status, scientists, project, communication, requirements, across, understanding, role, health, employment, into, quality, scientific, advanced, excellent, medical, employer, responsible, disability, national, gender, applications, organization, perform","New York","NY"
"3618","Specialist - Healthcare Analytics & Delivery, New Ventures","McKinsey & Company","data, development, business, ability, years, technical, including, knowledge, environment, solutions, teams, analytics, technology, projects, scientists, across, understanding, statistical, role, qualifications, analytical, quality, advanced, clients, expertise, insights, relevant, methods, multiple, organization, internal","New York","NY"
"3619","Senior Research Analyst","The New School","data, research, skills, business, ability, learning, analysis, working, management, technical, required, knowledge, systems, related, environment, solutions, information, analytics, technology, projects, project, using, communication, tools, not, and/or, understanding, preferred, role, within, into, analytical, quality, advanced, excellent, responsible, national, candidate, expertise, operations, global, highly, maintain, modeling, relevant, reports, multiple, statistics","New York","NY"
"3620","Research Engineer, AI (University Grad)","Facebook","data, research, development, skills, business, ability, learning, working, software, knowledge, systems, related, teams, products, projects, scientists, using, computer, and/or, understanding, preferred, role, services, complex, qualifications, problems, employment, building, developing, responsibilities, python, expertise, global, highly, maintain, programming, relevant, methods, algorithms","New York","NY"
"3621","Research Associate - In Vivo Pharmacology","Eli Lilly","data, research, skills, ability, analysis, years, working, management, including, software, required, environment, information, opportunity, status, scientists, project, communication, not, understanding, models, preferred, qualifications, employment, techniques, excellent, employer, responsible, disability, national, gender, looking, applications, global, highly, reports, perform","New York","NY"
"3622","Sr. Research Analyst","Twentieth Television","data, research, working, management, knowledge, opportunity, status, projects, using, tools, employment, into, employer, disability, national, gender, programming, reports, multiple","New York","NY"
"3623","Junior Statistical Programmer","Everest Clinical Research","data, research, development, analysis, management, information, opportunity, using, clinical, computer, not, and/or, statistical, services, customer, quality, building, advanced, medical, applications, highly, programming, relevant, organization, statistics, programs","Little Falls","NJ"
"3624","Data Engineer","Averity","data, learning, working, engineering, solutions, analytics, opportunity, projects, scientists, models, into, building, python, looking, clients, applications, insights","New York","NY"
"3625","Senior Data Science Engineer","Getty Images","data, development, skills, business, ability, learning, years, working, knowledge, engineering, opportunity, technology, products, projects, scientists, project, using, communication, tools, computer, and/or, understanding, models, preferred, statistical, role, within, customer, complex, engineers, customers, into, scientist, techniques, advanced, employer, responsible, python, looking, insights, marketing, modeling, methods, multiple, statistics, programs","New York","NY"
"3626","Sr. Financial Analyst","NYU Langone Health","data, research, business, analysis, years, working, management, required, related, environment, solutions, information, opportunity, status, projects, scientists, requirements, preferred, role, services, within, customer, health, problems, employment, scientific, medical, employer, responsible, disability, national, results, gender, applications, relevant, reports, organization, programs, perform","New York","NY"
"3627","Environmental Scientist II","Matrix New World Engineering","data, research, development, skills, business, ability, years, working, technical, including, required, knowledge, engineering, related, environment, solutions, information, opportunity, products, projects, project, communication, requirements, not, employment, scientist, analytical, scientific, excellent, medical, employer, responsibilities, candidate, reports, perform","Florham Park","NJ"
"3628","Research Scientist/Senior Research Scientist","The College Board","data, research, development, skills, business, ability, analysis, years, management, technical, including, software, required, knowledge, related, environment, opportunity, products, projects, project, requirements, and/or, understanding, statistical, within, health, complex, into, scientist, analytical, quality, developing, advanced, excellent, employer, national, candidate, expertise, operations, modeling, reports, methods, organization, internal, programs","New York","NY"
"3629","Equity Research Analyst (Biotech)","Robert W. Baird","data, research, development, skills, ability, years, management, including, required, environment, teams, opportunity, using, communication, computer, not, across, understanding, models, preferred, role, services, within, health, analytical, quality, advanced, excellent, responsible, looking, clients, expertise, insights, relevant, reports","New York","NY"
"3630","Senior Quantitative Analyst","Vichara","data, analysis, years, working, management, knowledge, systems, information, teams, technology, products, models, building, responsible, responsibilities, modeling, statistics, perform","New York","NY"
"3631","Technical Support Specialist, Biotech","HistoWiz","data, research, development, skills, business, ability, years, working, management, technical, required, knowledge, environment, teams, opportunity, projects, scientists, using, communication, requirements, and/or, across, understanding, role, services, within, health, qualifications, problems, engineers, customers, building, scientific, excellent, looking, clients, maintain, relevant, organization","Brooklyn","NY"
"3632","Compliance Officer - Healthcare Analytics, New Ventures","McKinsey & Company","data, development, skills, business, years, management, software, required, knowledge, solutions, information, teams, analytics, status, scientists, project, clinical, communication, tools, requirements, preferred, role, within, technologies, qualifications, engineers, into, developing, advanced, excellent, clients, program, expertise, internal, statistics, programs","New York","NY"
"3633","Commodity Markets Research Analyst","ACT Commodities","research, skills, ability, analysis, years, management, including, required, related, environment, products, communication, requirements, understanding, analytical, excellent, medical, responsibilities, clients, operations, global, highly, reports, internal","New York","NY"
"3634","Field Technician-Environmental Compliance","HDR","skills, management, including, knowledge, engineering, related, teams, opportunity, projects, scientists, project, and/or, preferred, role, services, technologies, qualifications, into, quality, employer, responsible, responsibilities, candidate, results, looking, clients, reports, multiple","New York","NY"
"3635","Neuroscience Research Specialist","Weill Cornell Medicine","data, research, skills, ability, learning, years, working, management, including, software, required, knowledge, related, projects, clinical, communication, computer, not, role, within, health, employment, techniques, scientific, excellent, medical, responsible, responsibilities, applications, highly, methods, multiple, programs, perform","New York","NY"
"3636","Data Quality/CDE Analysis Lead","RBC","data, development, skills, business, ability, analysis, years, working, management, technical, including, required, knowledge, systems, related, solutions, information, analytics, opportunity, products, status, projects, project, using, communication, tools, requirements, across, understanding, models, services, problems, employment, into, quality, developing, employer, disability, national, gender, clients, program, expertise, global, methods, organization, perform","Jersey City","NJ"
"3637","Equity Research - REITs Analyst/Associate","Morgan Stanley","data, research, development, skills, ability, analysis, years, management, including, required, information, teams, not, models, role, services, analytical, building, advanced, responsible, responsibilities, candidate, results, clients, global, maintain, modeling, relevant, reports, internal","New York","NY"
"3638","Financial Project Analyst (Real Estate Development and Facilities)","NYU Langone Health","data, research, development, skills, ability, analysis, years, working, management, including, knowledge, related, information, opportunity, status, projects, scientists, project, clinical, communication, not, understanding, preferred, services, customer, health, complex, qualifications, employment, medical, employer, responsible, disability, responsibilities, national, candidate, gender, applications, reports, organization, internal","New York","NY"
"3639","VP, Business Intelligence","R/GA","data, research, development, skills, business, ability, learning, working, management, including, solutions, teams, analytics, technology, products, across, understanding, within, problems, analytical, quality, advanced, excellent, clients, expertise, operations, global, highly, insights, marketing","New York","NY"
"3640","Bioinformatics Scientist","GENEWIZ, Inc.","data, development, skills, business, learning, analysis, years, management, software, required, knowledge, related, solutions, technology, scientists, project, clinical, communication, preferred, statistical, services, customer, health, technologies, customers, scientist, developing, scientific, results, applications, global, programming, marketing, programs","South Plainfield","NJ"
"3641","Associate Director, Data Science (2018030)","Annalect","data, business, learning, analysis, years, working, management, technical, software, engineering, related, solutions, information, analytics, technology, scientists, project, communication, tools, not, across, models, statistical, role, within, complex, advanced, results, python, clients, highly, marketing, modeling, statistics, algorithms","New York","NY"
"3642","Senior Research Analyst","Insider Inc.","data, research, skills, business, analysis, years, working, knowledge, opportunity, technology, role, complex, into, relevant","New York","NY"
"3643","Translational Core Administrator","Albert Einstein College of Medicine","data, research, development, skills, ability, analysis, years, management, technical, including, software, required, systems, related, environment, information, status, projects, scientists, project, clinical, communication, requirements, not, and/or, understanding, preferred, role, within, health, technologies, qualifications, problems, employment, analytical, quality, techniques, scientific, medical, employer, responsibilities, national, gender, program, expertise, operations, reports, methods, organization","Bronx","NY"
"3644","QA Engineer","Schireson","data, development, skills, business, ability, analysis, years, working, including, software, knowledge, engineering, related, environment, solutions, analytics, technology, products, scientists, project, using, tools, computer, understanding, preferred, services, complex, quality, advanced, excellent, responsibilities, candidate, python, looking, clients, maintain, modeling","New York","NY"
"3645","FGP Senior Billing Rep (35)","NYU Langone Health","data, research, management, including, required, knowledge, related, information, opportunity, status, scientists, using, clinical, and/or, preferred, role, within, health, employment, medical, employer, responsible, disability, responsibilities, national, candidate, gender, applications, reports, organization","New York","NY"
"3646","Equity Manager Research Analyst","Citi","data, research, development, skills, business, ability, analysis, working, management, including, software, required, knowledge, systems, related, environment, solutions, teams, products, using, communication, tools, and/or, across, understanding, role, services, within, customer, qualifications, into, analytical, quality, responsibilities, performance, candidate, clients, expertise, global, insights, maintain, marketing, relevant, multiple, organization, internal","New York","NY"
"3647","Quantitative Analyst","Credit Suisse","skills, years, working, management, technical, required, knowledge, solutions, not, across, understanding, models, within, employment, building, excellent, responsibilities, candidate, python, global, programming, organization, statistics","New York","NY"
"3648","Software Engineer, Machine Learning","Twitter","data, research, learning, analysis, working, technical, including, engineering, systems, solutions, information, teams, opportunity, status, not, and/or, across, models, health, problems, employment, scientist, quality, techniques, building, employer, responsible, disability, national, results, python, gender, maintain, modeling, relevant","New York","NY"
"3649","Manager, Data Scientist (ML/NLP) -- Financial Services","KPMG","data, research, development, business, ability, learning, analysis, years, working, software, knowledge, engineering, related, environment, solutions, information, analytics, opportunity, status, projects, using, tools, requirements, computer, and/or, preferred, statistical, services, within, technologies, employment, into, scientist, techniques, advanced, employer, disability, national, candidate, results, gender, clients, operations, global, marketing, modeling, reports, methods, statistics, perform, algorithms","New York","NY"
"3650","Analytics Expert - Journey Analytics, New Ventures","McKinsey & Company","data, research, development, skills, business, ability, analysis, years, working, management, software, required, environment, solutions, information, teams, analytics, scientists, communication, not, across, understanding, role, within, customer, qualifications, engineers, customers, into, developing, advanced, clients, applications, operations, insights, relevant, organization, statistics","New York","NY"
"3651","CIB Data Analytics â Program Execution Associate","JP Morgan Chase","data, development, business, ability, learning, analysis, years, management, technical, including, required, knowledge, engineering, environment, solutions, teams, analytics, technology, products, scientists, project, using, communication, requirements, not, across, preferred, services, into, analytical, techniques, developing, responsible, candidate, results, clients, applications, global, highly, insights, multiple, organization","New York","NY"
"3652","Senior Manager Data Scientist","Capital One","data, development, skills, learning, analysis, years, working, software, environment, analytics, technology, using, tools, not, across, models, preferred, statistical, customer, technologies, complex, problems, employment, customers, into, scientist, building, candidate, results, python, programming, modeling","New York","NY"
"3653","Manager of Analytics - Data Scientist","Network ESC","data, research, skills, business, ability, learning, analysis, years, working, management, knowledge, related, environment, solutions, information, analytics, communication, computer, across, understanding, models, statistical, role, services, complex, analytical, advanced, excellent, performance, candidate, results, python, highly, programming, marketing, modeling, relevant, reports, organization, internal, statistics, algorithms","Troy Hills","NJ"
"3654","Instagram - Software Engineer, Machine Learning","Facebook","data, development, skills, business, ability, learning, years, working, software, knowledge, systems, related, projects, tools, requirements, computer, models, qualifications, problems, engineers, into, building, developing, responsibilities, candidate, python, highly, insights, relevant, methods, organization","New York","NY"
"3655","Decision Scientist - Associate - CIB Treasury Services","JP Morgan Chase","data, development, skills, business, ability, learning, years, including, software, solutions, teams, analytics, opportunity, products, projects, scientists, using, requirements, computer, understanding, models, services, technologies, into, scientist, analytical, quality, building, advanced, excellent, python, looking, clients, expertise, highly, insights, relevant, statistics","New York","NY"
"3656","Environmental Scientist/Geologist/Engineer","GEI Consultants Inc","data, development, skills, business, ability, learning, analysis, years, management, technical, including, software, engineering, systems, environment, solutions, opportunity, projects, project, communication, requirements, not, preferred, services, scientist, excellent, medical, employer, performance, clients, program, expertise, relevant, reports, multiple, organization, programs, perform","Bloomfield","NJ"
"3657","Deputy Director for Child Welfare Reporting","NYC Administration for Children's Services","data, research, development, skills, analysis, years, management, required, related, information, analytics, opportunity, using, communication, requirements, not, and/or, preferred, statistical, services, within, health, employment, scientist, analytical, developing, responsible, responsibilities, candidate, reports, perform","Manhattan","NY"
"3658","Azure Data Scientist, Manager","KPMG","data, research, development, business, ability, learning, analysis, years, working, management, including, knowledge, engineering, related, environment, solutions, information, analytics, opportunity, status, projects, project, using, tools, requirements, computer, and/or, statistical, services, technologies, complex, problems, employment, into, scientist, techniques, advanced, employer, disability, national, results, python, gender, clients, operations, global, insights, programming, marketing, reports, methods, statistics, perform, algorithms","New York","NY"
"3659","Lead Data Science Instructor, Principal Data Scientist","Galvanize","data, development, skills, learning, years, technical, software, engineering, environment, technology, status, projects, communication, tools, not, and/or, across, understanding, preferred, statistical, role, problems, employment, scientist, techniques, building, scientific, disability, national, python, gender, looking, program, highly, programming, modeling, methods, multiple, statistics","New York","NY"
"3660","Quantitative Analyst - Equity Derivatives","UBS","development, skills, business, working, management, including, engineering, systems, related, environment, solutions, analytics, opportunity, using, computer, and/or, understanding, models, within, complex, developing, employer, performance, python, looking, clients, modeling","New York","NY"
"3661","Junior Research and Development Analyst","Construction Realty Services Group","data, research, skills, business, ability, analysis, years, management, including, related, opportunity, project, communication, requirements, not, role, services, analytical, responsible, performance, program, operations, marketing, reports","Lynbrook","NY"
"3662","Quality Control Scientist","Wittaff Inc.","development, skills, business, ability, analysis, years, management, technical, including, required, knowledge, related, status, project, clinical, communication, tools, requirements, across, statistical, customers, scientist, analytical, quality, techniques, scientific, responsible, methods, organization, internal, perform","Allendale","NJ"
"3663","Environmental Scientist","NV5","data, skills, years, management, technical, including, required, knowledge, engineering, related, solutions, information, opportunity, status, projects, scientists, project, communication, requirements, not, services, qualifications, engineers, employment, analytical, quality, excellent, disability, responsibilities, national, candidate, gender, clients, program, operations, reports, multiple, perform","Parsippany","NJ"
"3664","Electron Microscopy Technician","Weill Cornell Medicine","data, research, skills, ability, working, required, knowledge, related, solutions, clinical, not, and/or, preferred, role, employment, scientific, medical, responsible, responsibilities, performance, reports, programs, perform","New York","NY"
"3665","Cyber Analyst","UHY LLP","data, research, development, skills, business, ability, learning, analysis, working, management, including, engineering, environment, teams, analytics, scientists, communication, tools, computer, across, understanding, complex, into, scientist, python, applications, expertise, operations, insights, statistics, algorithms","New York","NY"
"3666","Contract, Accounts Payable Associate (New York)","BuzzFeed","data, development, skills, business, ability, learning, years, working, including, knowledge, related, opportunity, status, projects, scientists, using, tools, requirements, preferred, role, customer, health, engineers, employment, medical, responsible, program, global, maintain, internal","New York","NY"
"3667","Data Engineering Manager, Analytics (Instagram)","Facebook","data, development, skills, business, years, working, management, technical, including, software, engineering, related, teams, technology, products, projects, scientists, project, communication, tools, computer, across, models, preferred, role, qualifications, engineers, quality, building, advanced, responsibilities, candidate, looking, organization","New York","NY"
"3668","Global Manager, Data Integration","ZX Ventures","data, development, skills, business, ability, years, working, management, technical, related, environment, solutions, analytics, opportunity, products, status, projects, scientists, project, communication, requirements, computer, across, understanding, models, role, within, customer, problems, employment, analytical, quality, advanced, excellent, employer, responsible, disability, responsibilities, national, results, python, gender, looking, applications, global, modeling, multiple","New York","NY"
"3669","Fixed Income Research Analyst","Intercontinental Exchange","data, research, skills, business, analysis, years, working, management, including, required, knowledge, systems, related, solutions, analytics, products, communication, not, and/or, across, understanding, models, role, problems, customers, analytical, techniques, responsible, responsibilities, performance, candidate, clients, highly, relevant, methods, internal","New York","NY"
"3670","Electroneurodiagnostic Technologist II-BV","NYU Langone Health","data, research, skills, years, management, technical, including, software, knowledge, information, opportunity, technology, products, status, scientists, clinical, communication, requirements, computer, and/or, preferred, role, services, health, complex, problems, employment, quality, techniques, scientific, excellent, medical, employer, responsible, disability, national, candidate, gender, applications, operations, relevant, organization, perform","New York","NY"
"3671","Sr Operations Analyst","NYU Langone Health","data, research, development, skills, business, ability, analysis, years, management, including, related, environment, solutions, information, analytics, opportunity, status, projects, scientists, project, clinical, requirements, and/or, preferred, statistical, role, within, customer, health, complex, employment, into, analytical, techniques, developing, advanced, medical, employer, disability, national, candidate, gender, clients, applications, operations, insights, reports, methods, multiple, organization, internal","New York","NY"
"3672","Facility Budget Research Analyst","Metropolitan Transportation Authority","research, skills, business, analysis, years, management, software, required, knowledge, systems, information, opportunity, projects, not, and/or, understanding, preferred, statistical, services, qualifications, employment, analytical, excellent, responsibilities, expertise, operations, maintain, relevant, reports","Manhattan","NY"
"3673","Serve Jersey City - Community Research Analyst","AmeriCorps","research, development, skills, working, environment, solutions, services, health, program, organization","New York","NY"
"3674","Machine Learning Engineer","Pager","data, learning, years, working, including, software, engineering, systems, technology, status, projects, using, computer, not, models, health, qualifications, quality, building, medical, disability, national, performance, python, gender, looking, relevant, statistics","New York","NY"
"3675","Financial Controller","Dataiku","data, skills, business, ability, years, working, management, technical, including, software, knowledge, systems, related, solutions, teams, opportunity, technology, scientists, communication, tools, requirements, across, health, engineers, customers, building, advanced, looking, operations, global, insights, maintain, organization, internal","New York","NY"
"3676","Technical Recruiter","Square","data, research, skills, business, ability, years, management, technical, software, engineering, environment, information, teams, status, scientists, communication, tools, not, preferred, within, qualifications, problems, engineers, customers, building, disability, national, candidate, gender, looking, methods, internal","New York","NY"
"3677","Data Scientist","Bonobos","data, skills, business, ability, learning, analysis, working, technical, knowledge, engineering, solutions, opportunity, technology, products, using, tools, computer, not, across, understanding, models, problems, engineers, customers, into, scientist, techniques, building, results, python, highly, insights, programming, organization, internal, statistics","New York","NY"
"3678","Analyst, Data Analytics","Slack","data, research, skills, business, ability, analysis, years, working, technical, software, engineering, information, teams, analytics, opportunity, products, using, tools, across, understanding, statistical, complex, into, building, employer, results, looking, applications, insights, marketing, reports, methods","New York","NY"
"3679","Data Scientist","Averity","data, skills, business, learning, analysis, years, working, management, using, communication, not, role, services, scientist, excellent, results, looking, global, insights, internal","New York","NY"
"3680","Quantitative Analyst, High Frequency Trading","Two Sigma Investments, LLC.","data, development, skills, analysis, engineering, technology, requirements, computer, not, and/or, problems, analytical, developing, advanced, python, highly, programming, statistics","New York","NY"
"3681","Principal Researcher","Blue Apron","data, research, development, skills, business, ability, analysis, years, management, technical, including, required, environment, solutions, information, teams, analytics, products, projects, project, using, communication, understanding, statistical, role, within, customer, customers, into, scientist, building, excellent, performance, results, looking, expertise, insights, programming, relevant, multiple, organization, perform","New York","NY"
"3682","Analyst - Healthcare Analytics & Delivery, McKinsey New Ventures","McKinsey & Company","data, development, business, ability, analysis, years, working, technical, software, knowledge, related, environment, solutions, analytics, opportunity, technology, products, projects, scientists, project, tools, not, and/or, models, services, health, qualifications, engineers, into, developing, responsible, clients, expertise, maintain, multiple, organization, programs, algorithms","New York","NY"
"3683","Regulatory/Financial Analyst (Associate) - Data & Statistics - Research and Statistics Group","Federal Reserve Bank of New York","data, research, skills, business, ability, analysis, years, working, management, technical, including, information, opportunity, technology, products, status, project, requirements, not, and/or, across, preferred, role, services, within, complex, employment, analytical, quality, building, excellent, responsible, disability, responsibilities, national, gender, expertise, operations, highly, relevant, reports, organization, statistics","New York","NY"
"3684","Python Developer","Nielsen","data, development, years, working, software, environment, analytics, technology, tools, requirements, computer, models, preferred, role, into, building, developing, responsibilities, clients, applications, methods, internal, statistics, algorithms","New York","NY"
"3685","Assistant Director, Admissions","Weill Cornell Medicine","data, research, development, skills, ability, analysis, years, working, including, knowledge, related, information, clinical, communication, requirements, not, preferred, services, health, employment, developing, scientific, excellent, medical, responsibilities, national, applications, program, highly, marketing, reports, multiple, programs","New York","NY"
"3686","Data Science Manager - Life Sciences Industry","Accenture","data, research, development, skills, business, ability, learning, analysis, years, working, management, technical, including, required, knowledge, engineering, systems, environment, solutions, information, teams, analytics, opportunity, technology, products, status, projects, scientists, project, clinical, communication, tools, requirements, computer, not, and/or, across, understanding, models, preferred, statistical, role, services, within, complex, qualifications, problems, employment, into, techniques, building, developing, advanced, excellent, medical, employer, responsible, disability, responsibilities, national, candidate, python, gender, clients, expertise, operations, insights, maintain, marketing, modeling, reports, methods, statistics, programs","New York","NY"
"3687","Derivative Quant Trader, Delta One Group","Hap Capital","skills, ability, learning, working, required, systems, environment, solutions, products, communication, requirements, computer, models, role, analytical, techniques, excellent, candidate, python, highly, programming, multiple, organization","New York","NY"
"3688","Data Scientist, Engineering","Google","data, research, development, skills, business, learning, analysis, years, technical, including, software, engineering, related, solutions, information, teams, opportunity, products, status, scientists, using, communication, tools, requirements, computer, not, understanding, models, preferred, statistical, complex, qualifications, problems, engineers, employment, into, scientist, analytical, quality, techniques, advanced, employer, responsible, disability, responsibilities, national, results, gender, applications, expertise, operations, insights, modeling, relevant, methods, multiple, statistics","New York","NY"
"3689","Technical Writer","Elenion Technologies","data, research, development, skills, ability, years, working, technical, including, software, engineering, systems, solutions, teams, opportunity, technology, products, status, projects, scientists, tools, computer, not, role, within, customer, technologies, engineers, employment, into, analytical, developing, scientific, advanced, excellent, employer, disability, national, performance, candidate, gender, looking, applications, highly, multiple, organization","New York","NY"
"3690","Quantitative Research Analyst Gaming and Digital Entertainment","Frank N. Magid Associates, Inc.","data, research, development, skills, business, ability, analysis, years, management, software, required, knowledge, analytics, products, using, understanding, role, services, complex, employment, developing, advanced, medical, disability, national, results, clients, applications, global, insights","New York","NY"
"3691","Senior Data Scientist","DataMasters","data, research, development, skills, ability, analysis, management, technical, including, knowledge, environment, teams, analytics, technology, communication, not, preferred, statistical, customer, technologies, complex, scientist, advanced, excellent, python, operations, programming, marketing, modeling, internal, statistics","New York","NY"
"3692","Director Data Science","CBS Corporate","data, research, development, skills, business, ability, learning, analysis, years, management, including, environment, solutions, opportunity, products, projects, communication, tools, computer, not, across, understanding, models, statistical, role, technologies, complex, into, scientist, techniques, building, developing, advanced, employer, responsible, results, python, expertise, operations, global, highly, insights, programming, modeling, organization, statistics","New York","NY"
"3693","Associate - Machine Learning","McKinsey & Company","data, development, skills, business, ability, learning, analysis, years, working, management, technical, including, software, required, knowledge, related, environment, solutions, teams, analytics, opportunity, products, projects, scientists, using, communication, tools, requirements, and/or, understanding, models, preferred, statistical, role, services, complex, qualifications, problems, analytical, developing, advanced, performance, candidate, python, clients, applications, expertise, global, highly, insights, maintain, programming, modeling, relevant, reports, statistics","New York","NY"
"3694","Data Science Manager","Two Sigma Investments, LLC.","data, research, skills, business, learning, analysis, years, working, management, knowledge, engineering, products, scientists, communication, requirements, across, statistical, complex, qualifications, into, scientist, techniques, building, performance, python, looking, applications, expertise, highly, insights, modeling, reports, methods, multiple","New York","NY"
"3695","Quantitative Equity Risk Analyst","OppenheimerFunds","data, research, skills, business, ability, analysis, years, management, including, software, required, related, environment, information, teams, analytics, opportunity, technology, status, projects, communication, tools, requirements, understanding, models, statistical, role, within, complex, qualifications, employment, into, analytical, techniques, advanced, excellent, disability, national, performance, candidate, results, gender, highly, maintain, programming, marketing, relevant, internal","New York","NY"
"3696","Supervisor-Echocardiography Svcs","NYU Langone Health","data, research, skills, years, management, technical, including, required, related, information, opportunity, status, scientists, clinical, not, preferred, role, within, health, employment, quality, advanced, medical, employer, responsible, disability, national, performance, candidate, gender, applications, program, expertise, maintain, relevant, organization","New York","NY"
"3697","Cyber Analytics Data Scientist, Manager","PwC","data, development, skills, business, analysis, working, management, including, knowledge, systems, related, solutions, information, teams, analytics, opportunity, technology, projects, project, requirements, and/or, understanding, role, services, within, technologies, complex, into, quality, building, developing, advanced, responsible, looking, clients, program, operations, global, multiple, internal","New York","NY"
"3698","Quantitative Research Analyst","Invesco","data, research, skills, ability, analysis, years, management, required, knowledge, related, information, opportunity, status, communication, not, and/or, models, preferred, role, services, within, complex, qualifications, employment, customers, analytical, excellent, employer, disability, responsibilities, national, performance, gender, clients, applications, program, global, perform","New York","NY"
"3699","Statistical Programmer","The Rockefeller University","data, research, ability, analysis, working, management, required, knowledge, environment, information, opportunity, using, clinical, requirements, statistical, quality, employer, highly, statistics, programs","New York","NY"
"3700","Quantitative Analyst","Cognizant","data, business, working, knowledge, solutions, opportunity, technology, status, models, role, services, within, employment, quality, building, employer, responsible, python, clients, operations, maintain","New York","NY"
